iid_pid,iid,id,gender,idg,condtn,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,IID_PID
6829.0,510.0,2.0,0.0,3.0,2.0,3.0,533,69.0,0.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,9.0,9.0,10.0,9.0,9.0,7.0,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,533-510.0
6830.0,510.0,2.0,0.0,3.0,2.0,4.0,534,5.0,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,8.0,9.0,8.0,9.0,8.0,9.0,26.0,8.0,3.0,3.0,3.0,106695.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,534-510.0
6831.0,510.0,2.0,0.0,3.0,2.0,5.0,535,24.0,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,8.0,7.0,7.0,8.0,6.0,6.0,26.0,8.0,3.0,3.0,3.0,106695.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,535-510.0
6832.0,510.0,2.0,0.0,3.0,2.0,6.0,536,36.0,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,10.0,8.0,9.0,9.0,9.0,9.0,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,536-510.0
6833.0,510.0,2.0,0.0,3.0,2.0,7.0,537,-4.0,0.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,7.0,7.0,7.75,6.75,5.75,5.75,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,537-510.0
6834.0,510.0,2.0,0.0,3.0,2.0,8.0,538,57.0,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,8.0,5.0,5.0,8.0,6.0,5.0,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,538-510.0
6835.0,510.0,2.0,0.0,3.0,2.0,9.0,539,13.0,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,6.0,6.0,5.0,4.0,7.0,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,539-510.0
6836.0,510.0,2.0,0.0,3.0,2.0,10.0,540,36.0,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,8.0,10.0,8.0,9.0,8.0,7.0,26.0,8.0,3.0,3.0,3.0,106695.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,540-510.0
6837.0,510.0,2.0,0.0,3.0,2.0,11.0,541,-32.0,0.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,10.0,5.0,6.0,5.0,26.0,8.0,3.0,3.0,3.0,197607.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,541-510.0
6838.0,510.0,2.0,0.0,3.0,2.0,12.0,542,-14.0,0.0,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,10.0,7.0,6.0,6.0,26.0,8.0,3.0,3.0,3.0,106695.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,542-510.0
6839.0,510.0,2.0,0.0,3.0,2.0,13.0,543,-7.0,0.0,24.0,4.0,20.0,16.0,16.0,17.0,16.0,15.0,8.0,8.0,8.0,8.0,8.0,5.0,26.0,8.0,3.0,3.0,3.0,10594.0,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,543-510.0
6840.0,510.0,2.0,0.0,3.0,2.0,14.0,544,-18.0,0.0,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,6.0,6.0,5.0,26.0,8.0,3.0,3.0,3.0,202797.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,544-510.0
6841.0,510.0,2.0,0.0,3.0,2.0,15.0,545,66.0,0.0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,7.75,7.5,7.0,26.0,8.0,3.0,3.0,3.0,106695.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,545-510.0
6842.0,510.0,2.0,0.0,3.0,2.0,16.0,546,-4.0,0.0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,26.0,8.0,3.0,3.0,3.0,298899.25,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,546-510.0
6843.0,510.0,2.0,0.0,3.0,2.0,17.0,547,15.0,0.0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,6.0,6.0,6.0,6.0,3.0,2.0,26.0,8.0,3.0,3.0,3.0,202797.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,547-510.0
6844.0,510.0,2.0,0.0,3.0,2.0,18.0,548,7.0,0.0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,7.0,7.0,8.0,6.0,5.0,4.0,26.0,8.0,3.0,3.0,3.0,298899.25,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,548-510.0
6845.0,510.0,2.0,0.0,3.0,2.0,19.0,549,7.0,0.0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,4.0,8.0,9.0,9.0,8.0,7.0,26.0,8.0,3.0,3.0,3.0,202797.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,549-510.0
6846.0,510.0,2.0,0.0,3.0,2.0,20.0,550,43.0,0.0,30.0,2.0,30.0,3.0,30.0,30.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,26.0,8.0,3.0,3.0,3.0,202797.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,550-510.0
6847.0,510.0,2.0,0.0,3.0,2.0,21.0,551,33.0,0.0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,10.0,9.0,9.0,7.0,7.0,8.0,26.0,8.0,3.0,3.0,3.0,202797.5,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,551-510.0
6848.0,510.0,2.0,0.0,3.0,2.0,22.0,552,63.0,0.0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,9.0,9.0,9.0,9.0,6.75,7.0,26.0,8.0,3.0,3.0,3.0,104100.75,5057200.0,2.0,7.0,2.0,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,552-510.0
6849.0,511.0,3.0,0.0,5.0,2.0,1.0,531,26.0,1.0,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,10.0,8.0,10.0,5.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,531-511.0
6850.0,511.0,3.0,0.0,5.0,2.0,2.0,532,-45.0,1.0,26.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,6.0,7.0,6.0,5.0,8.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,532-511.0
6851.0,511.0,3.0,0.0,5.0,2.0,3.0,533,6.0,0.0,26.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,6.0,8.0,8.0,5.0,9.0,5.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,533-511.0
6852.0,511.0,3.0,0.0,5.0,2.0,4.0,534,28.0,0.0,24.0,6.0,30.0,30.0,30.0,5.0,2.0,3.0,8.0,9.0,8.0,8.0,9.0,7.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,534-511.0
6853.0,511.0,3.0,0.0,5.0,2.0,5.0,535,24.0,0.0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,7.0,7.0,8.0,7.0,6.0,6.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,535-511.0
6854.0,511.0,3.0,0.0,5.0,2.0,6.0,536,52.0,0.0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,9.0,7.0,8.0,4.0,8.0,3.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,536-511.0
6855.0,511.0,3.0,0.0,5.0,2.0,7.0,537,36.0,1.0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,5.0,7.0,8.0,4.0,6.0,6.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,537-511.0
6856.0,511.0,3.0,0.0,5.0,2.0,8.0,538,2.0,0.0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,5.0,7.0,7.0,5.0,6.0,3.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,538-511.0
6857.0,511.0,3.0,0.0,5.0,2.0,9.0,539,2.0,0.0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,4.0,8.0,10.0,4.0,10.0,3.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,539-511.0
6858.0,511.0,3.0,0.0,5.0,2.0,10.0,540,52.0,0.0,24.0,2.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,8.0,7.0,7.0,5.0,3.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,540-511.0
6859.0,511.0,3.0,0.0,5.0,2.0,11.0,541,-5.0,1.0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,5.0,7.0,10.0,5.0,10.0,5.0,23.0,5.0,4.0,2.0,2.0,395001.0,4628000.0,2.0,7.0,3.0,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,541-511.0
